nhom_bds_lon,nhom_bds,loai_bds,quan_huyen,ten_duong,dia_chi,gia(ty),trieu/m2,dien_tich(m2),ngang (m),doc (m),huong,phap_ly,so_tang,so_phong_ngu,so_wc,tieu_de,nguon
Đất,Đất nền/Đất ở,Đất nền dự án,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. an nhơn đông mới),2.75,22.0,125.0,7.5,20.0,Đông,Đang cập nhật,0,0,0,"Bán đất nền kđt cẩm văn - an nhơn, bình định",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/ban-at-k-t-binh-inh-pr45621560
Nhà,Biệt thự/Nhà liền kề,Nhà biệt thự/liền kề,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),6.7,78.82352941176471,85.0,7.0,20.0,Nam,Đang cập nhật,3,5,4,Mở bán căn suất ngoại giao vị trí đẹp tại dự án phú gia royal park quy nhơn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tay-son-phuong-quang-trung-7-phu-gia-royal-park/mo-ban-5-can-suat-ngoai-giao-vi-tri-ep-taj-du-an-quy-nhon-pr45768685
Đất,Đất nền/Đất ở,Bán đất,Huyện Tuy Phước,Không rõ,Huyện. tuy phước (x. tuy phước mới),3.85,19.784172661870503,194.6,8.0,25.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán đất nền dự án trung tín 1, 3,85 tỷ, 194,6 m², tại Nguyễn Huệ, thị trấn tuy phước",https://batdongsan.com.vn/ban-dat-duong-nguyen-hue-thi-tran-tuy-phuoc-152/ban-at-nen-du-an-trung-tin-1-3-85-ty-194-6m2-tai-phuoc-pr45530748
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.68,92.0,40.0,5.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,"Bán nhà 3 mê xây ở kiên cố mặt tiền phường quy nhơn giá 3 tỷ xxz, gần cầu huỳnh tấn phát, hà thanh",https://batdongsan.com.vn/ban-nha-mat-pho-phuong-dong-da/ban-3-me-xay-o-kien-co-tien-quy-nhon-gia-3-ty-xxz-gan-cau-huynh-tan-phat-ha-thanh-pr45479081
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),1.4,21.875,64.0,0.0,0.0,Đông,Đang cập nhật,12,2,2,"Suất cuối ecolife riverside view sông toàn cảnh thành phố cực đẹp, đã có sổ giảm ngay 100 - 200 triệu",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-nhon-binh-ecolife-riverside/10-suat-cuoi-cung-uu-dai-cao-co-so-hong-tai-quy-gia-sieu-re-pr44879819
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),9.1,121.33333333333333,75.0,5.0,18.0,Nam,Đang cập nhật,3,3,3,Bán nhà mặt tiền Hoàng Văn Thụ quy nhơn giá tốt,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thu-phuong-ngo-may-1-155/ban-mt-quy-nhon-pr45633439
Đất,Đất nền/Đất ở,Đất nền dự án,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),6.6,77.6470588235294,85.0,7.5,20.0,Nam,Đang cập nhật,0,0,0,"Dự án phú gia royal park quy nhơn, chiết khấu khủng lên đến 14,5%. liên hệ ngay để biết chi tiết",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tay-son-phuong-quang-trung-7-phu-gia-royal-park/quy-nhon-chiet-khau-khung-len-en-14-5-lien-he-ngay-e-biet-chi-tiet-pr45772011
Nhà,Nhà riêng/Trong hẻm,Nhà riêng,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),1.7,54.83870967741935,31.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,2,3,"Chính chủ cần bán nhà 1 trệt 1 lửng phường hải cảng, gần biển quy nhơn",https://batdongsan.com.vn/ban-nha-rieng-duong-tran-hung-dao-phuong-hai-cang-155/chinh-chu-can-ban-1-tret-1-lung-gan-bien-quy-nhon-pr45730116
Nhà,Nhà riêng/Trong hẻm,Nhà riêng,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),3.5,64.81481481481481,54.0,4.5,13.0,Nam,Đang cập nhật,3,2,3,Cần bán nhanh nhà trọ đang kd thu nhập tốt phường. ng văn cừ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-minh-khai-phuong-nguyen-van-cu-155/can-ban-nhanh-tro-ang-kd-thu-nhap-tot-p-ng-cu-pr45714019
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.0,46.15384615384615,65.0,0.0,0.0,Chưa xác định,Sổ hồng,12,2,2,"Chỉ từ 2,9 tỷ căn 2pn 2wc căn hộ the sailing quy nhơn - sổ hồng vĩnh viễn. bàn giao cuối năm 2026",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/chi-tu-2-9-ty-2pn-2wc-so-hong-vinh-vien-ban-giao-cuoi-nam-2026-pr45803127
Đất,Đất nền/Đất ở,Đất nền dự án,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. an nhơn đông mới),2.65,21.2,125.0,7.5,20.0,Đông,Đang cập nhật,0,0,0,"Đất nền dự án tại nhơn hưng, an nhơn, bình định đang chờ đón chủ nhân mới",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/at-tai-binh-inh-ang-cho-on-chu-nhan-moi-pr45716498
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),2.1,35.0,60.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,"Chỉ với 35tr/m2 sở hữu căn hộ view biển ngay mặt tiền đường Trần Hưng Đạo, full nội thất,vào ở ngay",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/chi-voi-35tr-m2-so-huu-view-bien-ngay-mat-tien-uong-ao-full-noi-that-vao-o-ngay-pr45743956
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),1.9,22.352941176470587,85.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,3,2,Hiếm có khó tìm chỉ 3pn 88m² tại simona heights. liên hệ ngay: 0903 601 ***,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/chi-con-5-suat-noi-bo-gia-uu-dai-du-an-lien-he-ngay-hotline-pr42318137
Đất,Đất nền/Đất ở,Đất nền dự án,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. an nhơn đông mới),2.95,23.6,125.0,7.5,20.0,Đông,Đang cập nhật,0,0,0,"Đất nền dự án tại khu đô thị mới cẩm văn, đường Quốc Lộ 1A, phường an nhơn đông, gia lai",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/at-tai-o-uong-ong-gia-lai-pr45638009
Đất,Đất nền/Đất ở,Đất nền dự án,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),2.65,26.5,100.0,7.5,20.0,Đông,Đang cập nhật,0,0,0,Mở bán nền đất khu đô thị mới an phú thịnh. diện tích 100 m². giá cam kết tốt nhất thị trường,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huynh-tan-phat-phuong-nhon-binh-khu-do-thi-an-phu-thinh/mo-ban-cac-moi-dien-tich-da-dang-gia-cam-ket-tot-nhat-truong-pr41658191
Nhà,Nhà riêng/Trong hẻm,Nhà riêng,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. bình định mới),6.0,51.282051282051285,117.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,2,3,"Nhà riêng 6 tỷ vnd, 117 m² tại bình định, an nhơn, giá cực chất",https://batdongsan.com.vn/ban-nha-rieng-phuong-binh-dinh/6-ty-vnd-117m2-tai-inh-an-nhon-gia-cuc-chat-pr45652061
Đất,Đất nền/Đất ở,Bán đất,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),19.9,125.9493670886076,158.0,8.0,25.0,Nam,Đang cập nhật,0,0,0,"Nền góc 2 mặt tiền 158 m² - trung tâm, gần biển quy nhơn",https://batdongsan.com.vn/ban-dat-duong-nguyen-nhu-do-2-phuong-nguyen-van-cu-155/nen-goc-2-mat-tien-158m2-trung-tam-gan-bien-quy-nhon-pr45737363
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),15.0,129.87012987012986,115.5,5.0,18.0,Nam,Đang cập nhật,3,3,3,"Nhà ôm cua Mai Hắc Đế và phạm cần chính, cạnh các dự án đang xây dựng. mặt tiền ôm cua hơn 20 m.",https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-hac-de-phuong-ghenh-rang-155/om-cua-e-va-pham-can-chinh-canh-cac-du-an-ang-xay-dung-tien-om-cua-hon-20m-pr45368627
Nhà,Nhà mặt phố/Kinh doanh,Shophouse,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn bắc mới),7.0,63.63636363636363,110.0,5.0,18.0,Bắc,Đang cập nhật,3,3,3,"Ưu tiên chọn suất ngoại giao căn đẹp, giá dk tốt của dự án solera quy nhơn sát cây xăng bảy cường",https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-long-van-long-my-phuong-tran-quang-dieu-solera-quy-nhon/uu-tien-chon-suat-ngoai-giao-can-dep-gia-tot-cua-du-an-sat-cay-xang-bay-cuong-pr43024234
Nhà,Biệt thự/Nhà liền kề,Nhà biệt thự/liền kề,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),3.5,56.45161290322581,62.0,7.0,20.0,Đông,Đang cập nhật,3,5,4,Mở bán nhà liền kề - khu đô thị mới chợ góc đại phú gia,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-nhon-binh-phu-gia-riverside-quy-nhon/mo-ban-khu-o-thi-moi-cho-goc-ai-gia-pr45245916
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Huyện Phù Mỹ,Không rõ,Huyện. phù mỹ (x. bình dương mới),5.5,27.268220128904314,201.7,5.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,"Bán nhà mặt tiền Quốc Lộ 1A, phú mỹ, bình định chỉ 5.5 tỷ",https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-lo-1a-thi-tran-binh-duong-3-150/ban-tien-phu-my-inh-chi-6-ty-pr45673896
Nhà,Nhà riêng/Trong hẻm,Nhà riêng,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.8,95.0,40.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,2,3,"Bán nhà 3 mê mặt tiền phường quy nhơn gần cầu huỳnh tấn phát, 40 m² ngang 4,7 m, 3 tỷ xxz",https://batdongsan.com.vn/ban-nha-rieng-phuong-dong-da/ban-3-me-mat-tien-quy-nhon-gan-cau-huynh-tan-phat-40m2-ngang4-7m-3ty-xxz-pr45479104
Nhà,Biệt thự/Nhà liền kề,Nhà biệt thự/liền kề,Huyện Phù Cát,Không rõ,Huyện. phù cát (x. cát tiến mới),12.5,52.083333333333336,240.0,7.0,20.0,Chưa xác định,Đang cập nhật,3,5,4,Bán nhanh suất nội bộ dự án vinacapital vĩnh hội. liên hệ ngay 0903 601 *** để được tư vấn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-cat-hai-1-khu-du-lich-khach-san-va-nghi-duong-vinh-hoi/ban-nhanh-10-suat-noi-bo-an-vinacapital-he-ngay-de-duoc-tu-van-pr41852187
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),2.3,50.0,46.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,1,2,"Chỉ 2,3 tỷ sở hữu ngay căn hộ tại the sailing quy nhơn. giá chỉ từ 48 triệu/m2",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/chi-2-3-ty-so-huu-ngay-tai-gia-chi-tu-48-trieu-m2-pr45794821
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),1.85,30.833333333333332,60.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,Bán căn hộ cao cấp altara residence - tầng cao - view đẹp - giá rẻ,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/ban-dep-gia-tot-nhieu-tien-ich-tai-1-6-ty-vnd-65m2-pr42688747
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.15,48.46153846153846,65.0,0.0,0.0,Chưa xác định,Sổ hồng,12,2,2,Căn hộ hàng hiệu cách biển 199 m - sổ hồng lâu dài - giá chỉ từ 48tr/m2 - bàn giao nhà 15/09/2026,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/hang-hieu-cach-bien-200m-so-hong-lau-dai-gia-chi-tu-48tr-m2-ban-giao-nha-30-08-2026-pr45437204
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.75,60.483870967741936,62.0,5.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,"Chính chủ bán nhà mặt tiền phường quy nhơn 62 m giá rẻ chỉ 3ty xyz, lộ giới rộng 14 m view công viên",https://batdongsan.com.vn/ban-nha-mat-pho-phuong-dong-da/chinh-chu-ban-tien-quy-nhon-62m-gia-re-chi-3ty-xyz-lo-gioi-rong-14m-view-cong-vien-pr44469718
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),1.2,23.80952380952381,50.4,0.0,0.0,Nam,Đang cập nhật,12,2,2,Kẹt tiền cần bán nhanh căn hộ studio 50.4 m² full nội thất chủ đầu tư. liên hệ ngay 0903 601 ***,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trung-tin-phuong-nguyen-van-cu-quy-nhon-melody/ket-tien-ban-nhanh-studio-50m2-full-noi-that-chu-dau-tu-lien-he-ngay-pr40945569
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),1.9,54.285714285714285,35.0,0.0,0.0,Nam,Đang cập nhật,12,2,2,"Chuyển nhượng căn hộ phú tài central life giá từ 1,25 tỷ/căn",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/chuyen-nhuong-gia-tu-1-25ty-can-pr44898986
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),1.4,35.0,40.0,0.0,0.0,Chưa xác định,Sổ hồng,12,1,2,Bán gấp căn hộ 1 phòng ngủ full nội thất altara quy nhơn sổ hồng sẵn giá tốt gọi 0784 427 ***,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/ban-gap-1-phong-ngu-full-noi-that-quy-nhon-so-hong-san-gia-tot-goi-pr45747726
Đất,Đất nền/Đất ở,Đất nền dự án,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),1.68,21.0,80.0,7.5,20.0,Đông,Đang cập nhật,0,0,0,Cần bán nền lk05 phân khu 4. lh: 0986 289 ***,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-19b-1-xa-nhon-ly-khu-do-thi-moi-nhon-hoi-new-city/can-ban-lk05-phan-4-lh-pr45756511
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.34,51.38461538461539,65.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,"Cách biển 300 m, ở nghỉ dưỡng, đầu tư khai thác đều mang đến giá trị vượt trội tại simona heights",https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-le-loi-5-simona-heights/vi-sao-nhieu-nguoi-roi-thanh-pho-lon-chon-song-tai-thanh-pho-bien-quy-nhon-hay-xem-cau-tra-loi-pr45771995
Đất,Đất nền/Đất ở,Đất nền dự án,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. bình định mới),1.21,13.08108108108108,92.5,7.5,20.0,Nam,Đang cập nhật,0,0,0,6 lô đất nền xuất nội bộ dự án hưng định city giá ưu đãi,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/6-lo-at-xuat-noi-bo-inh-uu-ai-pr45795552
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),2.2,33.84615384615385,65.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,"Altara residence quy nhơn - căn hộ biển đã vận hành, khai thác ngay chỉ 2,2 tỷ/căn",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/residence-quy-nhon-bien-a-van-hanh-khai-thac-ngay-chi-2-2-ty-can-pr45686545
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),1.43,26.48148148148148,54.0,0.0,0.0,Đông,Đang cập nhật,12,2,2,"Vina2 panorama view sông hà thanh, căn 2pn chỉ từ 1,42 tỷ",https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-nhon-binh-vina2-panorama/view-song-ha-thanh-2pn-chi-tu-1-42-ty-chi-con-vai-cuoi-pr45807651
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),2.2,47.21030042918455,46.6,0.0,0.0,Chưa xác định,Sổ đỏ,12,1,2,"Sở hữu căn hộ the sailing quy nhơn - 1pn giá 2,2 tỷ - nhận nhà 15/09/2026 - sổ đỏ lâu dài",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/so-huu-1pn-gia-2-2-ty-nhan-nha-30-08-2026-so-o-lau-dai-pr45437546
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),3.48,53.53846153846154,65.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,Cc cần ra sớm căn góc 2pn 65 m² simona heights (view biển + thành phố quy nhơn),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/goc-2pn-tang-20-65m-2-view-vinh-bien-thanh-pho-so-huu-lau-dai-pr43571394
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),1.93,32.166666666666664,60.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,Ngân hàng thanh lý căn căn hộ altara quy nhơn giá siêu tốt. liên hệ ngay: 0903 601 ***,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/tong-hop-cac-residence-quy-nhon-ban-gia-tot-lien-he-pr39980537
Đất,Đất nền/Đất ở,Đất nền dự án,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),1.4,10.0,140.0,7.5,20.0,Đông,Đang cập nhật,0,0,0,"Bán lô đất thuộc khu đô thị nhơn hội new city. diện tích 140 m². giá bán 1,4 tỉ. giá tốt nhất khu",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-19b-1-xa-nhon-ly-khu-do-thi-moi-nhon-hoi-new-city/ban-lo-goc-2-mat-tien-thuoc-kdt-quy-dien-tich-140m2-gia-1-55-ti-pr41622687
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),6.3,74.11764705882354,85.0,5.0,18.0,Nam,Đang cập nhật,3,3,3,"Bán dãy trọ mặt tiền Cần Vương giá chỉ 6,3 tỷ thu nhập ổn định hàng tháng",https://batdongsan.com.vn/ban-nha-mat-pho-duong-can-vuong-phuong-nguyen-van-cu-155/ban-day-tro-tien-gia-chi-6ty3-thu-nhap-on-inh-hang-thang-pr45806788
Nhà,Biệt thự/Nhà liền kề,Nhà biệt thự/liền kề,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. bình định mới),3.6,36.0,100.0,7.0,20.0,Chưa xác định,Đang cập nhật,3,5,4,Bán liền kề dự án hưng định city - an nhơn diện tích đất 100 m² thuận lợi mở shop,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/ban-du-an-inh-sieu-hoi-3-6-ty-100m2-229m2-at-pr45725593
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn nam mới),1.9,35.18518518518518,54.0,0.0,0.0,Nam,Đang cập nhật,12,2,2,Giỏ hàng nội bộ phú tài 2 - căn hộ cao cấp - trung tâm thành phố - tiện ích vượt trội - sở hữu lâu dài,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/gio-hang-noi-bo-2-cao-cap-tam-tp-tien-ich-vuot-troi-so-huu-lau-dai-pr43365120
Nhà,Nhà mặt phố/Kinh doanh,Shophouse,Thị xã An Nhơn,Không rõ,Tx. an nhơn (phường. bình định mới),2.53,28.11111111111111,90.0,5.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,Suất nhà phố nội bộ ưu đãi riêng tại dự án hưng định city,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/xuat-noi-bo-uu-ai-rieng-tai-du-an-inh-city-pr45795860
Đất,Đất nền/Đất ở,Bán đất,Huyện Phù Cát,Không rõ,Huyện. phù cát (x. cát tiến mới),5.5,27.59658805820371,199.3,8.0,25.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán đất mặt tiền đường Hoàng Sa, ven Biển Cát tiến. diện tích 199.3 m². giá chỉ 5,5 tỉ. rẻ nhất khu",https://batdongsan.com.vn/ban-dat-duong-hoang-sa-xa-cat-tien-149/ban-mat-ven-bien-dien-tich-200m2-gia-chi-5-5-ti-re-nhat-khu-pr45028966
Nhà,Nhà mặt phố/Kinh doanh,Shophouse,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn bắc mới),5.04,46.666666666666664,108.0,5.0,18.0,Bắc,Đang cập nhật,5,3,3,Full giá căn nhà 5 tầng view sông chỉ 5 tỷ! solera quy nhơn tung ưu đãi lớn dịp lễ 30/4,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tran-quang-dieu-solera-quy-nhon/5-tang-cua-ngo-long-van-vua-o-vua-kinh-doanh-chi-tu-30tr-m2-pr45572325
Đất,Đất nền/Đất ở,Bán đất,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn đông mới),2.4,20.168067226890756,119.0,8.0,25.0,Đông,Đang cập nhật,0,0,0,Nhơn lý - kỳ co - eo gió: cơ hội đầu tư du lịch biển,https://batdongsan.com.vn/ban-dat-xa-nhon-ly/ky-co-eo-gio-co-hoi-au-tu-du-lich-bien-pr45458589
Đất,Đất nền/Đất ở,Đất nền dự án,Huyện Tuy Phước,Không rõ,Huyện. tuy phước (x. tuy phước mới),1.725,17.25,100.0,7.5,20.0,Chưa xác định,Đang cập nhật,0,0,0,Đất nền phú tài jade garden giá tốt trong phân khúc khu đô thị,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tang-bat-ho-thi-tran-dieu-tri-1-phu-tai-jade-garden/binh-dinh-gia-dot-dau-pr43209495
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt phố,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),14.9,165.55555555555554,90.0,5.0,18.0,Chưa xác định,Đang cập nhật,5,3,3,"Siêu phẩm nhà đẹp 5 tầng 2 mặt tiền phố Bình Hà, view hồ sinh thái Đống Đa, diện tích 90 m²",https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-ha-phuong-dong-da-155/sieu-pham-dep-5-tang-2-tien-view-ho-sinh-thai-dt-90m2-pr44792899
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),2.6,44.827586206896555,58.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,Căn hộ the salling quy nhơn sắp bàn giao giá tốt,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/chinh-sach-moi-gia-tot-toa-a-salling-nhon-pr45750094
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),1.9,22.093023255813954,86.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,3,2,Quy nhơn còn sót căn 3pn phú tài residence giá rẻ bất ngờ chỉ 2ty750,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/quy-nhon-con-sot-3pn-gia-re-bat-ngo-chi-2ty750-pr45743081
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Thành phố. quy nhơn (phường. quy nhơn mới),2.3,51.111111111111114,45.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,1,2,"Simona heights quy nhơn cách biển 200 m căn 1pn giá bán 2.3 tỷ, full nội thất, đơn vị vận hành bpmax",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/quy-nhon-bieu-tuong-song-dinh-cao-giua-long-pho-bien-pr43940578
